Reaction,LB,UB,c,EQUATION,subSystem,GeneRule,RXNname
HMR_4590,0,1000,0,H+[c] + L-xylulose[c] + NADPH[c] => NADP+[c] + xylitol[c],Pentose and glucuronate interconversions,ENSG00000169738,
HMR_4591,0,1000,0,NAD+[c] + xylitol[c] => H+[c] + L-xylulose[c] + NADH[c],Pentose and glucuronate interconversions,ENSG00000115425 or ENSG00000116353,
HMR_4592,-1000,1000,0,D-xylose[c] + H+[c] + NADPH[c] <=> NADP+[c] + xylitol[c],Pentose and glucuronate interconversions,ENSG00000085662 or ENSG00000198074,
HMR_4593,0,1000,0,NAD+[c] + xylitol[c] => D-xylulose[c] + H+[c] + NADH[c],Pentose and glucuronate interconversions,ENSG00000140263,
HMR_4594,0,1000,0,D-xylose[c] + NADP+[c] => D-xylonolactone[c] + H+[c] + NADPH[c],Pentose and glucuronate interconversions,ENSG00000104808,
HMR_4595,-1000,1000,0,ADP[c] + D-xylulose-5-phosphate[c] + H+[c] <=> ATP[c] + D-xylulose[c],Pentose and glucuronate interconversions,ENSG00000093217,
HMR_8341,0,1000,0,H+[c] + L-arabinose[c] + NADPH[c] => L-arabitol[c] + NADP+[c],Pentose and glucuronate interconversions,ENSG00000053371 or ENSG00000085662 or ENSG00000117448,
HMR_8342,-1000,1000,0,H+[c] + L-xylulose[c] + NADH[c] <=> L-arabitol[c] + NAD+[c],Pentose and glucuronate interconversions,,
HMR_8344,-1000,1000,0,glucuronate[r] + H+[r] + NADPH[r] <=> L-gulonate[r] + NADP+[r],Pentose and glucuronate interconversions,ENSG00000117448,
HMR_8352,-1000,1000,0,3-dehydro-L-gulonate[c] + H+[c] + NADH[c] <=> L-gulonate[c] + NAD+[c],Pentose and glucuronate interconversions,ENSG00000165475,
HMR_8353,-1000,1000,0,3-dehydro-L-gulonate[c] + H+[c] <=> CO2[c] + L-xylulose[c],Pentose and glucuronate interconversions,,
HMR_8726,0,1000,0,ATP[c] + D-ribulose[c] => ADP[c] + H+[c] + ribulose-5-phosphate[c],Pentose and glucuronate interconversions,ENSG00000171174,
HMR_8727,0,1000,0,H2O[c] + UDP-glucuronate[c] => D-glucuronate 1-phosphate[c] + 2 H+[c] + UMP[c],Pentose and glucuronate interconversions,ENSG00000120697,
HMR_8728,0,1000,0,D-glucuronate 1-phosphate[c] + H2O[c] => glucuronate[c] + Pi[c],Pentose and glucuronate interconversions,,
HMR_8729,0,1000,0,H2O[c] + UDP-glucuronate[c] => glucuronate[c] + H+[c] + UDP[c],Pentose and glucuronate interconversions,ENSG00000115652,
HMR_6537,-1000,1000,0,glucuronate[c] + H+[c] + NADPH[c] <=> L-gulonate[c] + NADP+[c],Pentose and glucuronate interconversions,ENSG00000117448,
HMR_1568,0,1000,0,acetaldehyde[c] + H2O[c] + NAD+[c] => acetate[c] + 2 H+[c] + NADH[c],Pyruvate metabolism,ENSG00000006534 or ENSG00000108602 or ENSG00000132746 or ENSG00000184254,
HMR_3853,0,1000,0,GSH[c] + methylglyoxal[c] => (R)-S-lactoylglutathione[c],Pyruvate metabolism,ENSG00000124767 or ENSG00000167699,
HMR_3854,0,1000,0,H+[c] + methylglyoxal[c] + NADH[c] => lactaldehyde[c] + NAD+[c],Pyruvate metabolism,ENSG00000085662 or ENSG00000198074,
HMR_3855,0,1000,0,H+[c] + lactaldehyde[c] + NADPH[c] => NADP+[c] + propane-1;2-diol[c],Pyruvate metabolism,ENSG00000085662 or ENSG00000198074,
HMR_3857,0,1000,0,(R)-S-lactoylglutathione[c] + H2O[c] => D-lactate[c] + GSH[c] + H+[c],Pyruvate metabolism,ENSG00000063854 or ENSG00000103253,
HMR_3859,0,1000,0,D-lactate[c] + 2 ferricytochrome C[m] => 2 ferrocytochrome C[m] + 2 H+[c] + pyruvate[c],Pyruvate metabolism,ENSG00000166816 or ENSG00000182224,
HMR_4087,0,1000,0,malate[m] + NAD+[m] => CO2[m] + NADH[m] + pyruvate[m],Pyruvate metabolism,ENSG00000082212 or ENSG00000151376,
HMR_4089,0,1000,0,malate[c] + NADP+[c] => CO2[c] + NADPH[c] + pyruvate[c],Pyruvate metabolism,ENSG00000013392 or ENSG00000065833,
HMR_4091,0,1000,0,malate[m] + NADP+[m] => CO2[m] + NADPH[m] + pyruvate[m],Pyruvate metabolism,ENSG00000082212 or ENSG00000151376,
HMR_4093,0,1000,0,acetyl-CoA[c] + H2O[c] => acetate[c] + CoA[c] + H+[c],Pyruvate metabolism,ENSG00000172497,
HMR_4095,0,1000,0,acetyl-CoA[m] + H2O[m] => acetate[m] + CoA[m] + H+[m],Pyruvate metabolism,ENSG00000172497,
HMR_4101,0,1000,0,GTP[c] + OAA[c] => CO2[c] + GDP[c] + PEP[c],Pyruvate metabolism,ENSG00000124253,
HMR_4103,0,1000,0,GTP[m] + OAA[m] => CO2[m] + GDP[m] + PEP[m],Pyruvate metabolism,ENSG00000100889,
HMR_4143,0,1000,0,ATP[m] + HCO3-[m] + pyruvate[m] => ADP[m] + H+[m] + OAA[m] + Pi[m],Pyruvate metabolism,ENSG00000173599,
HMR_4193,0,1000,0,CDP[c] + H+[c] + PEP[c] => CTP[c] + pyruvate[c],Pyruvate metabolism,ENSG00000067225 or ENSG00000143627,
HMR_8497,0,1000,0,H+[c] + methylglyoxal[c] + NADPH[c] => hydroxyacetone[c] + NADP+[c],Pyruvate metabolism,ENSG00000053371 or ENSG00000085662 or ENSG00000117448,
HMR_8498,0,1000,0,acetone[c] + H+[c] + NADPH[c] + O2[c] => H2O[c] + hydroxyacetone[c] + NADP+[c],Pyruvate metabolism,ENSG00000130649,
HMR_8499,0,1000,0,H+[c] + hydroxyacetone[c] + NADPH[c] + O2[c] => 2 H2O[c] + methylglyoxal[c] + NADP+[c],Pyruvate metabolism,ENSG00000130649,
HMR_8500,0,1000,0,H+[c] + hydroxyacetone[c] + NADPH[c] => NADP+[c] + propane-1;2-diol[c],Pyruvate metabolism,ENSG00000053371 or ENSG00000085662 or ENSG00000117448,
HMR_8501,0,1000,0,H+[c] + methylglyoxal[c] + NADPH[c] => D-lactaldehyde[c] + NADP+[c],Pyruvate metabolism,ENSG00000137106,
HMR_8502,-1000,1000,0,(R)-S-lactoylglutathione[c] + H+[c] + NADH[c] <=> D-lactaldehyde[c] + GSH[c] + NAD+[c],Pyruvate metabolism,ENSG00000147576 or ENSG00000172955 or ENSG00000187758 or ENSG00000196344 or ENSG00000196616 or ENSG00000197894 or ENSG00000198099 or ENSG00000248144,
HMR_8503,0,1000,0,H2O[c] + lactaldehyde[c] + NAD+[c] => 2 H+[c] + L-lactate[c] + NADH[c],Pyruvate metabolism,ENSG00000006534 or ENSG00000072210 or ENSG00000108602 or ENSG00000132746 or ENSG00000143149 or ENSG00000164904 or ENSG00000184254,
HMR_8504,0,1000,0,D-lactaldehyde[c] + H2O[c] + NAD+[c] => D-lactate[c] + 2 H+[c] + NADH[c],Pyruvate metabolism,ENSG00000072210 or ENSG00000111275 or ENSG00000137124 or ENSG00000143149 or ENSG00000164904,
HMR_8506,0,1000,0,H2O[m] + lactaldehyde[m] + NAD+[m] => 2 H+[m] + L-lactate[m] + NADH[m],Pyruvate metabolism,ENSG00000072210 or ENSG00000111275 or ENSG00000137124 or ENSG00000143149 or ENSG00000164904,
HMR_8507,0,1000,0,NAD+[c] + propane-1;2-diol[c] => D-lactaldehyde[c] + H+[c] + NADH[c],Pyruvate metabolism,ENSG00000147576 or ENSG00000172955 or ENSG00000180011 or ENSG00000187758 or ENSG00000196344 or ENSG00000196616 or ENSG00000197894 or ENSG00000198099 or ENSG00000248144,
HMR_8508,0,1000,0,NAD+[c] + propane-1;2-diol[c] => H+[c] + lactaldehyde[c] + NADH[c],Pyruvate metabolism,ENSG00000147576 or ENSG00000172955 or ENSG00000180011 or ENSG00000187758 or ENSG00000196344 or ENSG00000196616 or ENSG00000197894 or ENSG00000198099 or ENSG00000248144,
HMR_8509,0,1000,0,D-lactaldehyde[c] + H+[c] + NADPH[c] => NADP+[c] + propane-1;2-diol[c],Pyruvate metabolism,ENSG00000053371 or ENSG00000085662 or ENSG00000117448,
HMR_8511,0,1000,0,(R)-S-lactoylglutathione[m] + H2O[m] => D-lactate[m] + GSH[m] + H+[m],Pyruvate metabolism,ENSG00000063854 or ENSG00000103253,
HMR_8512,-1000,1000,0,D-lactate[c] + NAD+[c] <=> H+[c] + NADH[c] + pyruvate[c],Pyruvate metabolism,ENSG00000166816,
HMR_8514,0,1000,0,2 ferricytochrome C[m] + L-lactate[c] => 2 ferrocytochrome C[m] + 2 H+[c] + pyruvate[c],Pyruvate metabolism,ENSG00000166816 or ENSG00000182224,
HMR_8516,0,1000,0,DHAP[c] => methylglyoxal[c] + Pi[c],Pyruvate metabolism,ENSG00000148090,
HMR_8517,0,1000,0,GAP[c] => methylglyoxal[c] + Pi[c],Pyruvate metabolism,,
HMR_4280,-1000,1000,0,H+[m] + NADH[m] + pyruvate[m] <=> L-lactate[m] + NAD+[m],Pyruvate metabolism,ENSG00000111716 or ENSG00000134333 or ENSG00000151116 or ENSG00000166796 or ENSG00000166800 or ENSG00000171989,
HMR_0153,0,1000,0,ATP[c] + CoA[c] + propanoate[c] => AMP[c] + PPi[c] + propanoyl-CoA[c],Propanoate metabolism,ENSG00000111058 or ENSG00000131069 or ENSG00000154930,
HMR_3212,0,1000,0,FAD[m] + propanoyl-CoA[m] => acrylyl-CoA[m] + FADH2[m],Propanoate metabolism,ENSG00000111271 or ENSG00000117054 or ENSG00000122971 or ENSG00000151498 or ENSG00000177646 or ENSG00000196177 or ENSG00000240303,
HMR_3797,-1000,1000,0,AMP[m] + PPi[m] + propanoyl-CoA[m] <=> ATP[m] + CoA[m] + propanoate[m],Propanoate metabolism,ENSG00000111058 or ENSG00000131069 or ENSG00000154930,
HMR_3800,0,1000,0,2-oxobutyrate[m] + CoA[m] + NAD+[m] => CO2[m] + NADH[m] + propanoyl-CoA[m],Propanoate metabolism,ENSG00000083123 and ENSG00000091140 and ENSG00000137992 and ENSG00000248098,
HMR_4105,0,1000,0,H+[c] + malonyl-CoA[c] => acetyl-CoA[c] + CO2[c],Propanoate metabolism,ENSG00000103150,
HMR_4106,0,1000,0,H+[m] + malonyl-CoA[m] => acetyl-CoA[m] + CO2[m],Propanoate metabolism,ENSG00000103150,
HMR_4107,0,1000,0,H+[p] + malonyl-CoA[p] => acetyl-CoA[p] + CO2[p],Propanoate metabolism,ENSG00000103150,
HMR_4282,0,1000,0,3-oxopropanoate[m] + CoA[m] + NAD+[m] => acetyl-CoA[m] + CO2[m] + NADH[m],Propanoate metabolism,ENSG00000119711,
HMR_4331,-1000,1000,0,AMP[c] + H+[c] + propanoyl-CoA[c] <=> CoA[c] + propinol adenylate[c],Propanoate metabolism,ENSG00000111058 or ENSG00000131069 or ENSG00000154930,
HMR_4459,0,1000,0,ATP[c] + H+[c] + propanoate[c] => PPi[c] + propinol adenylate[c],Propanoate metabolism,ENSG00000111058 or ENSG00000131069 or ENSG00000154930,
HMR_4460,-1000,1000,0,ATP[m] + H+[m] + propanoate[m] <=> PPi[m] + propinol adenylate[m],Propanoate metabolism,ENSG00000111058 or ENSG00000131069 or ENSG00000154930,
HMR_4464,0,1000,0,acetoacetate[m] + H+[m] => acetone[m] + CO2[m],Propanoate metabolism,,
HMR_4497,0,1000,0,hydracrylate[m] + NAD+[m] => 3-oxopropanoate[m] + H+[m] + NADH[m],Propanoate metabolism,ENSG00000116133,
HMR_4741,0,1000,0,3-hydroxypropionyl-CoA[m] + H2O[m] => CoA[m] + H+[m] + hydracrylate[m],Propanoate metabolism,ENSG00000198130,
HMR_8078,0,1000,0,H2O[c] + OAA[c] + propanoyl-CoA[c] => 2-methylcitrate[c] + CoA[c] + H+[c],Propanoate metabolism,,
HMR_9803,-1000,1000,0,2 H+[m] + malonyl-CoA[m] + NADPH[m] <=> H2O[m] + NADP+[m] + 3-oxopropionyl-CoA[m],Propanoate metabolism,,
HMR_9804,-1000,1000,0,3-hydroxypropionyl-CoA[m] + NADP+[m] <=> H+[m] + NADPH[m] + 3-oxopropionyl-CoA[m],Propanoate metabolism,ENSG00000087076 or ENSG00000099377 or ENSG00000100867 or ENSG00000109854 or ENSG00000121039 or ENSG00000138400 or ENSG00000139988 or ENSG00000145439 or ENSG00000159692 or ENSG00000160439 or ENSG00000164039 or ENSG00000167733 or ENSG00000170426 or ENSG00000170786 or ENSG00000176387 or ENSG00000183921 or ENSG00000184860 or ENSG00000186153 or ENSG00000187134 or ENSG00000197894 or ENSG00000198074 or ENSG00000198189 or ENSG00000198610 or ENSG00000204228 or ENSG00000227471 or ENSG00000240857,
HMR_0718,0,1000,0,AKG[c] + FADH2[c] => 2-hydroxyglutarate[c] + FAD[c],Butanoate metabolism,ENSG00000087299,
HMR_0719,0,1000,0,AKG[c] + H+[c] + NADH[c] => 2-hydroxyglutarate[c] + NAD+[c],Butanoate metabolism,ENSG00000092621,
HMR_1434,-1000,1000,0,acetoacetyl-CoA[c] + CoA[c] <=> 2 acetyl-CoA[c],Butanoate metabolism,ENSG00000120437,
HMR_1436,0,1000,0,acetoacetate[c] + ATP[c] + CoA[c] => acetoacetyl-CoA[c] + AMP[c] + PPi[c],Butanoate metabolism,ENSG00000081760,
HMR_3163,0,1000,0,butyryl-CoA[m] + FAD[m] => crotonyl-CoA[m] + FADH2[m],Butanoate metabolism,ENSG00000111271 or ENSG00000117054 or ENSG00000122971 or ENSG00000151498 or ENSG00000177646 or ENSG00000196177 or ENSG00000240303,
HMR_4461,-1000,1000,0,(R)-3-hydroxybutanoate[m] + NAD+[m] <=> acetoacetate[m] + H+[m] + NADH[m],Butanoate metabolism,ENSG00000161267 or ENSG00000164039,
HMR_4604,0,1000,0,acetoacetyl-CoA[p] + acetyl-CoA[p] + H2O[p] => CoA[p] + H+[p] + HMG-CoA[p],Butanoate metabolism,ENSG00000112972,
HMR_5351,-1000,1000,0,2-hydroxybutyrate[c] + NAD+[c] <=> 2-oxobutyrate[c] + H+[c] + NADH[c],Butanoate metabolism,ENSG00000111716 or ENSG00000151116 or ENSG00000166796 or ENSG00000166800 or ENSG00000171989,
HMR_7709,-1000,1000,0,(R)-3-hydroxybutanoyl-CoA[m] <=> crotonyl-CoA[m] + H2O[m],Butanoate metabolism,ENSG00000121310,
HMR_4052,0,1000,0,ATP[c] + ribose-5-phosphate[c] => AMP[c] + H+[c] + PRPP[c],Pentose phosphate pathway,ENSG00000101911 or ENSG00000147224 or ENSG00000229937,
HMR_4304,0,1000,0,glucose-6-phosphate[r] + NADP+[r] => glucono-1;5-lactone-6-phosphate[r] + H+[r] + NADPH[r],Pentose phosphate pathway,ENSG00000160211,
HMR_4306,-1000,1000,0,glucono-1;5-lactone-6-phosphate[c] + H+[c] + NADPH[c] <=> glucose-6-phosphate[c] + NADP+[c],Pentose phosphate pathway,ENSG00000160211,
HMR_4350,-1000,1000,0,ADP[c] + H+[c] + ribose-5-phosphate[c] <=> ATP[c] + ribose[c],Pentose phosphate pathway,ENSG00000158019 or ENSG00000171174,
HMR_4351,-1000,1000,0,ribose-5-phosphate[r] <=> ribulose-5-phosphate[r],Pentose phosphate pathway,ENSG00000153574,
HMR_4352,-1000,1000,0,ribose-5-phosphate[c] <=> ribulose-5-phosphate[c],Pentose phosphate pathway,ENSG00000153574,
HMR_4354,-1000,1000,0,ribose-1-phosphate[c] <=> ribose-5-phosphate[c],Pentose phosphate pathway,ENSG00000079739 or ENSG00000169299,
HMR_4398,-1000,1000,0,2-deoxy-D-ribose-5-phosphate[c] <=> acetaldehyde[c] + GAP[c],Pentose phosphate pathway,ENSG00000023697,
HMR_4404,-1000,1000,0,D-xylulose-5-phosphate[c] + erythrose-4-phosphate[c] <=> fructose-6-phosphate[c] + GAP[c],Pentose phosphate pathway,ENSG00000007350 or ENSG00000151005 or ENSG00000163931,
HMR_4473,0,1000,0,6-phospho-D-gluconate[r] + NADP+[r] => CO2[r] + NADPH[r] + ribulose-5-phosphate[r],Pentose phosphate pathway,ENSG00000142657,
HMR_4474,0,1000,0,6-phospho-D-gluconate[c] + NADP+[c] => CO2[c] + NADPH[c] + ribulose-5-phosphate[c],Pentose phosphate pathway,ENSG00000142657,
HMR_4476,-1000,1000,0,6-phospho-D-gluconate[c] + ADP[c] + H+[c] <=> ATP[c] + D-gluconic acid[c],Pentose phosphate pathway,ENSG00000130066 or ENSG00000141504,
HMR_4477,-1000,1000,0,D-xylulose-5-phosphate[c] <=> ribulose-5-phosphate[c],Pentose phosphate pathway,ENSG00000197713 or ENSG00000235376,
HMR_4501,-1000,1000,0,D-xylulose-5-phosphate[c] + ribose-5-phosphate[c] <=> GAP[c] + sedoheptulose-7-phosphate[c],Pentose phosphate pathway,ENSG00000007350 or ENSG00000151005 or ENSG00000163931,
HMR_4565,-1000,1000,0,GAP[c] + sedoheptulose-7-phosphate[c] <=> erythrose-4-phosphate[c] + fructose-6-phosphate[c],Pentose phosphate pathway,ENSG00000177156,
HMR_4567,-1000,1000,0,ADP[c] + H+[c] + sedoheptulose-1;7-bisphosphate[c] <=> ATP[c] + sedoheptulose-7-phosphate[c],Pentose phosphate pathway,ENSG00000067057 or ENSG00000141959 or ENSG00000152556,
HMR_4568,-1000,1000,0,H+[c] + sedoheptulose-1;7-bisphosphate[c] + UDP[c] <=> sedoheptulose-7-phosphate[c] + UTP[c],Pentose phosphate pathway,ENSG00000067057 or ENSG00000141959 or ENSG00000152556,
HMR_9799,-1000,1000,0,ATP[c] + sedoheptulose[c] <=> ADP[c] + H+[c] + sedoheptulose-7-phosphate[c],Pentose phosphate pathway,ENSG00000197417,
HMR_9800,-1000,1000,0,ATP[c] + sedoheptulose[c] <=> ADP[c] + H+[c] + sedoheptulose-1-phosphate[c],Pentose phosphate pathway,ENSG00000138030,
HMR_4623,0,1000,0,glucono-1;5-lactone-6-phosphate[r] + H2O[r] => 6-phospho-D-gluconate[r] + H+[r],Pentose phosphate pathway,ENSG00000049239 or ENSG00000130313,
HMR_4625,0,1000,0,glucono-1;5-lactone-6-phosphate[c] + H2O[c] => 6-phospho-D-gluconate[c] + H+[c],Pentose phosphate pathway,ENSG00000049239 or ENSG00000130313,
HMR_4710,-1000,1000,0,2-deoxy-D-ribose-1-phosphate[c] <=> 2-deoxy-D-ribose-5-phosphate[c],Pentose phosphate pathway,ENSG00000169299 or ENSG00000180953,
HMR_4841,-1000,1000,0,H+[c] + NADH[c] + ribose[c] <=> NAD+[c] + ribitol[c],Pentose phosphate pathway,ENSG00000006534 or ENSG00000108602 or ENSG00000132746 or ENSG00000184254,
HMR_8074,0,1000,0,ATP[c] + deoxyribose[c] => 2-deoxy-D-ribose-5-phosphate[c] + ADP[c] + H+[c],Pentose phosphate pathway,ENSG00000158019 or ENSG00000171174,
HMR_8653,-1000,1000,0,glucono-1;5-lactone-6-phosphate[r] + H+[r] + NADH[r] <=> glucose-6-phosphate[r] + NAD+[r],Pentose phosphate pathway,ENSG00000049239 or ENSG00000130313,
HMR_3998,0,1000,0,ADP[c] + H2O[c] => AMP[c] + H+[c] + Pi[c],Purine metabolism,ENSG00000054179 or ENSG00000138185 or ENSG00000168032 or ENSG00000171302 or ENSG00000187097 or ENSG00000188833 or ENSG00000197217 or ENSG00000197586,
HMR_4000,0,1000,0,ATP[c] => cAMP[c] + PPi[c],Purine metabolism,(ENSG00000061918 and ENSG00000164116) or ENSG00000070019 or ENSG00000078295 or ENSG00000101890 or ENSG00000121281 or ENSG00000129467 or ENSG00000132518 or ENSG00000138031 or ENSG00000143199 or ENSG00000152402 or ENSG00000155897 or ENSG00000159899 or ENSG00000162104 or ENSG00000164742 or ENSG00000169418 or ENSG00000173175 or ENSG00000174233,
HMR_4002,-1000,1000,0,2 ADP[c] <=> AMP[c] + ATP[c],Purine metabolism,ENSG00000004455 or ENSG00000085231 or ENSG00000106992 or ENSG00000140057 or ENSG00000147853 or ENSG00000154027 or ENSG00000155085 or ENSG00000162433 or ENSG00000165695 or ENSG00000273841,
HMR_4004,-1000,1000,0,2 ADP[m] <=> AMP[m] + ATP[m],Purine metabolism,ENSG00000004455 or ENSG00000085231 or ENSG00000106992 or ENSG00000140057 or ENSG00000147853 or ENSG00000154027 or ENSG00000155085 or ENSG00000162433 or ENSG00000165695 or ENSG00000273841,
HMR_4010,0,1000,0,AMP[c] + H2O[c] => adenosine[c] + Pi[c],Purine metabolism,ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309 or ENSG00000250741,
HMR_4081,0,1000,0,AMP[s] + H2O[s] => adenosine[s] + Pi[s],Purine metabolism,ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309 or ENSG00000250741,
HMR_4082,0,1000,0,AMP[m] + H2O[m] => adenosine[m] + Pi[m],Purine metabolism,ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309 or ENSG00000250741,
HMR_4012,0,1000,0,adenosine[c] + ATP[c] => ADP[c] + AMP[c] + H+[c],Purine metabolism,ENSG00000156110 or ENSG00000156136,
HMR_4014,0,1000,0,cAMP[c] + H2O[c] => AMP[c] + H+[c],Purine metabolism,ENSG00000065989 or ENSG00000073417 or ENSG00000095464 or ENSG00000105650 or ENSG00000112541 or ENSG00000113231 or ENSG00000113448 or ENSG00000115252 or ENSG00000123360 or ENSG00000128655 or ENSG00000132915 or ENSG00000133256 or ENSG00000137496 or ENSG00000138735 or ENSG00000139053 or ENSG00000152270 or ENSG00000154678 or ENSG00000156973 or ENSG00000160191 or ENSG00000171408 or ENSG00000172572 or ENSG00000184588 or ENSG00000185527 or ENSG00000186642 or ENSG00000205268,
HMR_4020,-1000,1000,0,ADP[c] + GDP[c] <=> ATP[c] + GMP[c],Purine metabolism,ENSG00000143774,
HMR_4022,0,1000,0,GTP[c] => cGMP[c] + PPi[c],Purine metabolism,(ENSG00000061918 and ENSG00000164116) or ENSG00000070019 or ENSG00000078295 or ENSG00000101890 or ENSG00000121281 or ENSG00000129467 or ENSG00000132518 or ENSG00000138031 or ENSG00000143199 or ENSG00000152402 or ENSG00000155897 or ENSG00000159899 or ENSG00000162104 or ENSG00000164742 or ENSG00000169418 or ENSG00000173175 or ENSG00000174233,
HMR_4038,-1000,1000,0,FAICAR[c] <=> H2O[c] + IMP[c],Purine metabolism,ENSG00000138363,
HMR_4040,0,1000,0,H2O[c] + IMP[c] + NAD+[c] => H+[c] + NADH[c] + xanthosine-5-phosphate[c],Purine metabolism,ENSG00000106348 or ENSG00000178035,
HMR_4042,0,1000,0,aspartate[c] + GTP[c] + IMP[c] => adenylosuccinate[c] + GDP[c] + 2 H+[c] + Pi[c],Purine metabolism,ENSG00000035687 or ENSG00000185100,
HMR_4046,0,1000,0,ATP[c] + glutamine[c] + H2O[c] + xanthosine-5-phosphate[c] => AMP[c] + glutamate[c] + GMP[c] + 2 H+[c] + PPi[c],Purine metabolism,ENSG00000163655,
HMR_4048,0,1000,0,cGMP[c] + H2O[c] => GMP[c] + H+[c],Purine metabolism,ENSG00000065989 or ENSG00000073417 or ENSG00000095464 or ENSG00000105650 or ENSG00000112541 or ENSG00000113231 or ENSG00000113448 or ENSG00000115252 or ENSG00000123360 or ENSG00000128655 or ENSG00000132915 or ENSG00000133256 or ENSG00000137496 or ENSG00000138735 or ENSG00000139053 or ENSG00000152270 or ENSG00000154678 or ENSG00000156973 or ENSG00000160191 or ENSG00000171408 or ENSG00000172572 or ENSG00000184588 or ENSG00000185527 or ENSG00000186642 or ENSG00000205268,
HMR_4080,0,1000,0,AMP[c] + H2O[c] => IMP[c] + NH3[c],Purine metabolism,ENSG00000116337 or ENSG00000116748 or ENSG00000133805,
HMR_4085,-1000,1000,0,AMP[c] + PPi[c] <=> adenine[c] + PRPP[c],Purine metabolism,ENSG00000198931,
HMR_4086,-1000,1000,0,AMP[s] + PPi[s] <=> adenine[s] + PRPP[s],Purine metabolism,ENSG00000198931,
HMR_4134,0,1000,0,GDP[s] + H2O[s] => GMP[s] + H+[s] + Pi[s],Purine metabolism,ENSG00000054179 or ENSG00000138185 or ENSG00000168032 or ENSG00000171302 or ENSG00000187097 or ENSG00000188833 or ENSG00000197217 or ENSG00000197586,
HMR_4135,-1000,1000,0,ADP[m] + GDP[m] <=> ATP[m] + GMP[m],Purine metabolism,ENSG00000143774,
HMR_4168,0,1000,0,GTP[c] + H2O[c] => GMP[c] + H+[c] + PPi[c],Purine metabolism,ENSG00000125877,
HMR_4171,0,1000,0,GDP[c] + H+[c] + PEP[c] => GTP[c] + pyruvate[c],Purine metabolism,ENSG00000067225 or ENSG00000143627,
HMR_4290,0,1000,0,H2O[s] + ITP[s] => H+[s] + IDP[s] + Pi[s],Purine metabolism,ENSG00000138185 or ENSG00000168032 or ENSG00000188833,
HMR_4406,0,1000,0,glutamine[c] + H2O[c] + PRPP[c] => 5-phosphoribosylamine[c] + glutamate[c] + PPi[c],Purine metabolism,ENSG00000128059,
HMR_4412,-1000,1000,0,AMP[c] + fumarate[c] <=> adenylosuccinate[c],Purine metabolism,ENSG00000100354 or ENSG00000239900,
HMR_4417,0,1000,0,H2O[c] + IMP[c] => inosine[c] + Pi[c],Purine metabolism,ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309 or ENSG00000250741,
HMR_4418,-1000,1000,0,IMP[c] + PPi[c] <=> hypoxanthine[c] + PRPP[c],Purine metabolism,ENSG00000165704,
